#density, energy density and pressure in cgs units for eos=ALF2.

#density, energy density and pressure in cgs units for eos=ALF2.
#i rho edens pres
8.670000000000000000e+02 1.996924858988243789e-01 3.410566546634930000e+14 7.689283720758274232e+33
8.680000000000000000e+02 2.015101203786340278e-01 3.442403344582400000e+14 7.978144572076612834e+33
8.690000000000000000e+02 2.033442992721571640e-01 3.474559726152348750e+14 8.277856966198489122e+33
8.700000000000000000e+02 2.051951731694206804e-01 3.507039719726149375e+14 8.588828559546293873e+33
8.710000000000000000e+02 2.070628940311471100e-01 3.539847432407235000e+14 8.911482322840274497e+33
8.720000000000000000e+02 2.089476152012301191e-01 3.572987052317495000e+14 9.246257116405695987e+33
8.730000000000000000e+02 2.108494914193276282e-01 3.606462850973996875e+14 9.593608287093127257e+33
8.740000000000000000e+02 2.127686788335614865e-01 3.640279185748772500e+14 9.954008287621539270e+33
8.750000000000000000e+02 2.147053350133406313e-01 3.674440502415038750e+14 1.032794731918956696e+34
8.760000000000000000e+02 2.166596189622972957e-01 3.708951337782809375e+14 1.071593399822679845e+34
8.770000000000000000e+02 2.186316911313404276e-01 3.743816322427283750e+14 1.111849604819265283e+34
8.780000000000000000e+02 2.206217134318327888e-01 3.779040183513510000e+14 1.153618101736476042e+34
8.790000000000000000e+02 2.226298492488787695e-01 3.814627747720663750e+14 1.196955702359045310e+34
8.800000000000000000e+02 2.246562634547422943e-01 3.850583944269913125e+14 1.241921352701789668e+34
8.810000000000000000e+02 2.267011224223822730e-01 3.886913808059502500e+14 1.288576213185528497e+34
8.820000000000000000e+02 2.287645940391112853e-01 3.923622482911071250e+14 1.336983741824939791e+34
8.830000000000000000e+02 2.308468477203830527e-01 3.960715224931420000e+14 1.387209780541618165e+34
8.840000000000000000e+02 2.329480544236964823e-01 3.998197405993768750e+14 1.439322644719409374e+34
8.850000000000000000e+02 2.350683866626351315e-01 4.036074517343238125e+14 1.493393216124259408e+34
8.860000000000000000e+02 2.372080185210301562e-01 4.074352173330935000e+14 1.549495039314644343e+34
8.870000000000000000e+02 2.393671256672520176e-01 4.113036115281493125e+14 1.607704421673815485e+34
8.880000000000000000e+02 2.415458853686368590e-01 4.152132215499066875e+14 1.668100537200055796e+34
8.890000000000000000e+02 2.437444765060350627e-01 4.191646481416733750e+14 1.730765534195727620e+34
8.900000000000000000e+02 2.459630795885015264e-01 4.231585059894899375e+14 1.795784647002104135e+34
8.910000000000000000e+02 2.482018767681146154e-01 4.271954241674024375e+14 1.863246311931575022e+34
8.920000000000000000e+02 2.504610518549306164e-01 4.312760465987470625e+14 1.933242287555035259e+34
8.930000000000000000e+02 2.527407903320787463e-01 4.354010325340533125e+14 2.005867779508229992e+34
8.940000000000000000e+02 2.550412793709836978e-01 4.395710570461523125e+14 2.081221569986341256e+34
8.950000000000000000e+02 2.573627078467368157e-01 4.437868115431706250e+14 2.159406152103576249e+34
8.960000000000000000e+02 2.597052663536022488e-01 4.480490043000439375e+14 2.240527869300036585e+34
8.970000000000000000e+02 2.620691472206640449e-01 4.523583610092513125e+14 2.324697059985635935e+34
8.980000000000000000e+02 2.644545445276209605e-01 4.567156253514931250e+14 2.412028207618001904e+34
8.990000000000000000e+02 2.668616541207144421e-01 4.611215595870269375e+14 2.502640096417921709e+34
9.000000000000000000e+02 2.692906736288125380e-01 4.655769451684689375e+14 2.596655972934883137e+34
9.010000000000000000e+02 2.717418024796340870e-01 4.700825833758315625e+14 2.694203713681904200e+34
9.020000000000000000e+02 2.742152419161216215e-01 4.746392959746339375e+14 2.795415999067842337e+34
9.030000000000000000e+02 2.767111950129678144e-01 4.792479258979579375e+14 2.900430493863985853e+34
9.040000000000000000e+02 2.792298666932819251e-01 4.839093379533075000e+14 3.009390034449724193e+34
9.050000000000000000e+02 2.817714637454188376e-01 4.886244195552405000e+14 3.122442823092870694e+34
9.060000000000000000e+02 2.843361948399558692e-01 4.933940814847006875e+14 3.239742629528221964e+34
9.070000000000000000e+02 2.869242705468234012e-01 4.982192586760574375e+14 3.361449000108747804e+34
9.080000000000000000e+02 2.895359033525984338e-01 5.031009110328955625e+14 3.487727474814170402e+34
9.090000000000000000e+02 2.921713076779426932e-01 5.080400242735966875e+14 3.618749812411284231e+34
9.100000000000000000e+02 2.948306998952119895e-01 5.130376108078683125e+14 3.754694224073352351e+34
9.110000000000000000e+02 2.975142983462195634e-01 5.180947106453388750e+14 3.895745615775532896e+34
9.120000000000000000e+02 3.002223233601612473e-01 5.232123923374313125e+14 4.042095839796285288e+34
9.130000000000000000e+02 3.037370544966290775e-01 5.298753047885594375e+14 4.193943955667177554e+34
9.140000000000000000e+02 3.084186774116463026e-01 5.387751310889758750e+14 4.351496500925054552e+34
9.150000000000000000e+02 3.131724600871995667e-01 5.478396569797464375e+14 4.514967772036119964e+34
9.160000000000000000e+02 3.179995147510645270e-01 5.570724549882954375e+14 4.684580115873083293e+34
9.170000000000000000e+02 3.229009707742340196e-01 5.664771915487638750e+14 4.860564232142108745e+34
9.180000000000000000e+02 3.278779749351627415e-01 5.760576299086105000e+14 5.043159487171348064e+34
9.190000000000000000e+02 3.329316916880620258e-01 5.858176331347856250e+14 5.232614239486667054e+34
9.200000000000000000e+02 3.380633034353524025e-01 5.957611672231597500e+14 5.429186177618965366e+34
9.210000000000000000e+02 3.432740108043044192e-01 6.058923043148675000e+14 5.633142670601397998e+34
9.220000000000000000e+02 3.485650329279433302e-01 6.162152260234565000e+14 5.844761131633601408e+34
9.230000000000000000e+02 3.539376077302953116e-01 6.267342268768696250e+14 6.064329395408049588e+34
9.240000000000000000e+02 3.593929922160064017e-01 6.374537178783482500e+14 6.292146109610350572e+34
9.250000000000000000e+02 3.649324627644499053e-01 6.483782301906617500e+14 6.528521141127873555e+34
9.260000000000000000e+02 3.705573154283540172e-01 6.595124189480582500e+14 6.773775997517800322e+34
9.270000000000000000e+02 3.762688662370325399e-01 6.708610672005965000e+14 7.028244264308309508e+34
9.280000000000000000e+02 3.820684515043031859e-01 6.824290899956948750e+14 7.292272058728298306e+34
9.290000000000000000e+02 3.879574281411249381e-01 6.942215386017975000e+14 7.566218500481062834e+34
9.300000000000000000e+02 3.939371739730803124e-01 7.062436048794355000e+14 7.850456200204541470e+34
9.310000000000000000e+02 4.000090880627389378e-01 7.185006258049638750e+14 8.145371766280803845e+34
9.320000000000000000e+02 4.061745910369887191e-01 7.309980881525588750e+14 8.451366330684670657e+34
9.330000000000000000e+02 4.124351254194263960e-01 7.437416333402688750e+14 8.768856094587408265e+34
9.340000000000000000e+02 4.187921559678444150e-01 7.567370624460192500e+14 9.098272894455566695e+34
9.350000000000000000e+02 4.252471700169461744e-01 7.699903413998716250e+14 9.440064789417642568e+34
9.360000000000000000e+02 4.318016778263305544e-01 7.835076063589018750e+14 9.794696670695466322e+34
9.370000000000000000e+02 4.384572129338396573e-01 7.972951692713760000e+14 1.016265089392988961e+35
9.380000000000000000e+02 4.452153325143678453e-01 8.113595236371887500e+14 1.054442793526166214e+35
9.390000000000000000e+02 4.520776177441714894e-01 8.257073504716342500e+14 1.094054707205743532e+35
9.400000000000000000e+02 4.590456741708232036e-01 8.403455244800787500e+14 1.135154708921003670e+35
9.410000000000000000e+02 4.661211320888544729e-01 8.552811204511601250e+14 1.177798701197127751e+35
9.420000000000000000e+02 4.733056469211868178e-01 8.705214198765445000e+14 1.222044686631481205e+35
9.430000000000000000e+02 4.806008996064592420e-01 8.860739178055806250e+14 1.267952846786431332e+35
9.440000000000000000e+02 4.880085969922928757e-01 9.019463299433561250e+14 1.315585624045705146e+35
9.450000000000000000e+02 4.955304722346495216e-01 9.181466000012232500e+14 1.365007806546019406e+35
9.460000000000000000e+02 5.031682852033295683e-01 9.346829073089547500e+14 1.416286616299208971e+35
9.470000000000000000e+02 5.109238228937199588e-01 9.515636746981692500e+14 1.469491800624808207e+35
9.480000000000000000e+02 5.187988998449056810e-01 9.687975766670285000e+14 1.524695727017569804e+35
9.490000000000000000e+02 5.267953585641910186e-01 9.863935478364300000e+14 1.581973481578601431e+35
9.500000000000000000e+02 5.349150699581994850e-01 1.004360791708564250e+15 1.641402971144473209e+35
9.510000000000000000e+02 5.431599337705997899e-01 1.022708789738842500e+15 1.703065029252856705e+35
9.520000000000000000e+02 5.515318790265802962e-01 1.041447310732764500e+15 1.767043526088935868e+35
9.530000000000000000e+02 5.600328644841909842e-01 1.060586420579733250e+15 1.833425482562285255e+35
9.540000000000000000e+02 5.686648790926062125e-01 1.080136492336099375e+15 1.902301188668945720e+35
9.550000000000000000e+02 5.774299424574876882e-01 1.100108216670466500e+15 1.973764326300263368e+35
9.560000000000000000e+02 5.863301053135018259e-01 1.120512612684494625e+15 2.047912096665100203e+35
9.570000000000000000e+02 5.953674500041193918e-01 1.141361039123075500e+15 2.124845352498869703e+35
9.580000000000000000e+02 6.051879550045746736e-01 1.164163534636758000e+15 2.204668735239402890e+35
9.590000000000000000e+02 6.171125211090462415e-01 1.192025453852628000e+15 2.287490817355704269e+35
9.600000000000000000e+02 6.292720477338056284e-01 1.220621315639471500e+15 2.373424250023875808e+35
9.610000000000000000e+02 6.416711645186747859e-01 1.249972529637974000e+15 2.462585916350564199e+35
9.620000000000000000e+02 6.543145923254539698e-01 1.280101188359596750e+15 2.555097090352491411e+35
9.630000000000000000e+02 6.672071450353737054e-01 1.311030090447405250e+15 2.651083601908530724e+35
9.640000000000000000e+02 6.803537313819076893e-01 1.342782764763451250e+15 2.750676007908067354e+35
9.650000000000000000e+02 6.937593568197537586e-01 1.375383495333106000e+15 2.854009769829249154e+35
9.660000000000000000e+02 7.074291254306147581e-01 1.408857347177385000e+15 2.961225437988055534e+35
9.670000000000000000e+02 7.213682418665298135e-01 1.443230193065725250e+15 3.072468842708984680e+35
9.680000000000000000e+02 7.355820133315263964e-01 1.478528741222882000e+15 3.187891292677635996e+35
9.690000000000000000e+02 7.500758516022594247e-01 1.514780564024563000e+15 3.307649780744242380e+35
9.700000000000000000e+02 7.648552750885235785e-01 1.552014127718216000e+15 3.431907197459056408e+35
9.710000000000000000e+02 7.799259109343377183e-01 1.590258823206214500e+15 3.560832552629303538e+35
9.720000000000000000e+02 7.952934971604251890e-01 1.629544997930357000e+15 3.694601205199280059e+35
9.730000000000000000e+02 8.109638848489476581e-01 1.669903988898066500e+15 3.833395101766589784e+35
9.740000000000000000e+02 8.269430403712135780e-01 1.711368156891789000e+15 3.977403024058036656e+35
9.750000000000000000e+02 8.432370476593534780e-01 1.753970921905289250e+15 4.126820845702968930e+35
9.760000000000000000e+02 8.598521105227201478e-01 1.797746799851499250e+15 4.281851798652442071e+35
9.770000000000000000e+02 8.767945550099296437e-01 1.842731440588602250e+15 4.442706749606855956e+35
9.780000000000000000e+02 8.940708318174835911e-01 1.888961667312791500e+15 4.609604486828419841e+35
9.790000000000000000e+02 9.116875187457730290e-01 1.936475517367505500e+15 4.782772017727485403e+35
9.800000000000000000e+02 9.296513232035521490e-01 1.985312284521527250e+15 4.962444877628933406e+35
9.810000000000000000e+02 9.479690847617217031e-01 2.035512562769542000e+15 5.148867450137529168e+35
9.820000000000000000e+02 9.666477777574307151e-01 2.087118291711160250e+15 5.342293299538319792e+35
9.830000000000000000e+02 9.856945139495310038e-01 2.140172803566498000e+15 5.542985515684652174e+35
9.840000000000000000e+02 1.005116545226272251e+00 2.194720871888102500e+15 5.751217071841613882e+35
9.850000000000000000e+02 1.024921266366431327e+00 2.250808762032045250e+15 5.967271195973334921e+35
9.860000000000000000e+02 1.045116217854804130e+00 2.308484283452508000e+15 6.191441755977885252e+35
9.870000000000000000e+02 1.065709088753176603e+00 2.367796843887070500e+15 6.424033659394151420e+35
9.880000000000000000e+02 1.086707719627905577e+00 2.428797505502387000e+15 6.665363268124893388e+35
9.890000000000000000e+02 1.108120105535097766e+00 2.491539043072032000e+15 6.915758828738525368e+35
9.900000000000000000e+02 1.129954399064696080e+00 2.556076004261864000e+15 7.175560918936950956e+35
9.910000000000000000e+02 1.152218913444502668e+00 2.622464772100145000e+15 7.445122910795188312e+35
9.920000000000000000e+02 1.174922125705363474e+00 2.690763629713050000e+15 7.724811451403352647e+35
9.930000000000000000e+02 1.198072679908765759e+00 2.761032827409198500e+15 8.015006961565380245e+35
9.940000000000000000e+02 1.221679390437935497e+00 2.833334652199397000e+15 8.316104153230961209e+35
9.950000000000000000e+02 1.245751245353880599e+00 2.907733499841986000e+15 8.628512566366922654e+35
9.960000000000000000e+02 1.270297409817509937e+00 2.984295949506523500e+15 8.952657125996454902e+35
9.970000000000000000e+02 1.295327229579184669e+00 3.063090841152589000e+15 9.288978720164440737e+35
9.980000000000000000e+02 1.320850234537077394e+00 3.144189355724097500e+15 9.637934799615756461e+35
9.990000000000000000e+02 1.346876142365538653e+00 3.227665098262587000e+15 1.000000000000000042e+36
