#for eos = ../eos_tables/eosSLy.lorene
#Grav_Mass (solar mass) Radius (km) Lambda (dimensionless) rhoc (gm/cm^3) Compactness (dimensionless) Baryon_Mass (solar mass)
2.0334  9.5390  2.9257  2.3670e+15  0.3148  2.8638
2.0324  9.5269  2.8956  2.3770e+15  0.3150  2.8642
2.0313  9.5149  2.8660  2.3872e+15  0.3152  2.8646
2.0303  9.5028  2.8368  2.3973e+15  0.3155  2.8649
2.0293  9.4908  2.8077  2.4075e+15  0.3157  2.8652
2.0282  9.4788  2.7793  2.4178e+15  0.3160  2.8654
2.0271  9.4668  2.7514  2.4281e+15  0.3162  2.8657
2.0260  9.4548  2.7241  2.4384e+15  0.3164  2.8658
2.0248  9.4428  2.6973  2.4488e+15  0.3166  2.8660
2.0237  9.4309  2.6711  2.4592e+15  0.3169  2.8661
2.0225  9.4192  2.6457  2.4697e+15  0.3171  2.8662
2.0213  9.4075  2.6209  2.4802e+15  0.3173  2.8662
2.0202  9.3958  2.5966  2.4908e+15  0.3175  2.8662
2.0190  9.3841  2.5727  2.5014e+15  0.3177  2.8662
2.0177  9.3724  2.5494  2.5120e+15  0.3179  2.8661
2.0165  9.3608  2.5261  2.5227e+15  0.3181  2.8661
2.0152  9.3492  2.5032  2.5335e+15  0.3183  2.8659
2.0139  9.3376  2.4807  2.5443e+15  0.3185  2.8657
2.0126  9.3260  2.4587  2.5551e+15  0.3187  2.8655
2.0113  9.3145  2.4371  2.5660e+15  0.3189  2.8653
2.0100  9.3030  2.4160  2.5769e+15  0.3190  2.8650
2.0086  9.2915  2.3952  2.5879e+15  0.3192  2.8647
2.0073  9.2800  2.3748  2.5989e+15  0.3194  2.8644
2.0059  9.2685  2.3547  2.6100e+15  0.3196  2.8640
2.0045  9.2571  2.3350  2.6211e+15  0.3197  2.8636
2.0031  9.2456  2.3157  2.6322e+15  0.3199  2.8632
2.0016  9.2342  2.2968  2.6434e+15  0.3201  2.8627
2.0002  9.2228  2.2783  2.6547e+15  0.3202  2.8622
1.9987  9.2114  2.2601  2.6660e+15  0.3204  2.8617
1.9972  9.2001  2.2422  2.6774e+15  0.3206  2.8611
1.9957  9.1887  2.2244  2.6888e+15  0.3207  2.8605
1.9942  9.1774  2.2069  2.7002e+15  0.3209  2.8599
1.9927  9.1661  2.1897  2.7117e+15  0.3210  2.8592
1.9912  9.1548  2.1728  2.7233e+15  0.3212  2.8586
1.9896  9.1436  2.1563  2.7348e+15  0.3213  2.8578
1.9880  9.1324  2.1401  2.7465e+15  0.3214  2.8571
1.9864  9.1211  2.1241  2.7582e+15  0.3216  2.8563
1.9848  9.1100  2.1085  2.7699e+15  0.3217  2.8555
1.9832  9.0988  2.0931  2.7817e+15  0.3219  2.8547
1.9816  9.0876  2.0780  2.7936e+15  0.3220  2.8538
1.9800  9.0765  2.0631  2.8055e+15  0.3221  2.8529
1.9783  9.0654  2.0484  2.8174e+15  0.3222  2.8520
1.9766  9.0543  2.0341  2.8294e+15  0.3224  2.8511
1.9749  9.0432  2.0201  2.8415e+15  0.3225  2.8501
1.9733  9.0322  2.0063  2.8536e+15  0.3226  2.8491
1.9715  9.0211  1.9927  2.8657e+15  0.3227  2.8481
1.9698  9.0101  1.9794  2.8779e+15  0.3228  2.8471
1.9681  8.9992  1.9664  2.8902e+15  0.3229  2.8460
1.9664  8.9885  1.9539  2.9025e+15  0.3230  2.8449
1.9647  8.9778  1.9416  2.9148e+15  0.3231  2.8438
1.9630  8.9672  1.9295  2.9272e+15  0.3232  2.8427
1.9612  8.9566  1.9176  2.9397e+15  0.3233  2.8415
1.9595  8.9460  1.9057  2.9522e+15  0.3234  2.8404
1.9577  8.9354  1.8941  2.9648e+15  0.3235  2.8392
1.9560  8.9249  1.8827  2.9774e+15  0.3236  2.8380
1.9542  8.9144  1.8716  2.9901e+15  0.3237  2.8367
1.9524  8.9039  1.8607  3.0028e+15  0.3238  2.8355
1.9506  8.8935  1.8500  3.0156e+15  0.3239  2.8342
1.9488  8.8831  1.8395  3.0285e+15  0.3240  2.8329
1.9470  8.8727  1.8292  3.0414e+15  0.3240  2.8315
